id,Title,authorFirst,authorLast,Price,Avail,Cover,Condition,ImageURL,Tags,createdAt,updatedAt
134,How to Sell Anything to Anybody,Joe,Girard,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41ZPi3ZadwL._SX324_BO1,204,203,200_.jpg",selling,6/2/2019 21:12,6/2/2019 21:12
135,How to Close Every Sale,Joe,Girard,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51ilJm7qwGL._SX320_BO1,204,203,200_.jpg",selling,6/2/2019 21:12,6/2/2019 21:12
136,How to Sell Yourself,Joe,Girard,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/515Wy1qZ1vL._SX311_BO1,204,203,200_.jpg",selling,6/2/2019 21:12,6/2/2019 21:12
137,Things Hidden Since the Foundation of the World,Rene,Girard,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/31tT0lqFruL._AC_SY400_.jpg,philosophy,6/2/2019 21:12,6/2/2019 21:12
138,David and Goliath,Malcolm,Gladwell,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41hjTdanuNL._SX347_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
139,Outliers,Malcolm,Gladwell,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71GLAwC9cPL.jpg,,6/2/2019 21:12,6/2/2019 21:12
140,Blink,Malcolm,Gladwell,5,0,soft,,https://www.hachettebookgroup.com/wp-content/uploads/2017/06/9780316011785.jpg?fit=419%2C675,,6/2/2019 21:12,6/2/2019 21:12
141,All Marketers Sell Stories,Seth,Godin,5,0,soft,,https://cdn-images-1.medium.com/max/1200/1*6PjUYeUZYoS-T41euqEF6w.jpeg,,6/2/2019 21:12,6/2/2019 21:12
142,The Dip,Seth,Godin,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/71DGKjYnTHL.jpg,,6/2/2019 21:12,6/2/2019 21:12
143,Permission Marketing,Seth,Godin,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51j2nwzlICL._SX363_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
144,Tribes,Seth,Godin,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51JSMt7FEUL.jpg,,6/2/2019 21:12,6/2/2019 21:12
145,Too Much of a Good Thing,Lee,Goldman,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41BBYkaCOSL._SX321_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
146,The Goal,Eliyahu,Goldratt,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/519C2Gz-v2L._SX334_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
147,What Got You Here Won't Get You There,Marshall,Goldsmith,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51MCuRy4nTL.jpg,,6/2/2019 21:12,6/2/2019 21:12
148,Focus,Daniel,Goleman,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41y2qwzfCrL.jpg,,6/2/2019 21:12,6/2/2019 21:12
149,Social Intelligence,Daniel,Goleman,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51AItLOqobL._SX316_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
150,Emotional Intelligence,Daniel,Goleman,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81boBok4oJL.jpg,,6/2/2019 21:12,6/2/2019 21:12
151,The Intelligent Investor,Benjamin,Graham,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41lNILAEAfL._SX336_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
152,Give and Take,Adam,Grant,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71qqCSyeLNL.jpg,,6/2/2019 21:12,6/2/2019 21:12
153,"Men Are From Mars, Women Are From Venus",John,Gray,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51Kl0WsnSCL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
154,The Art of Seduction,Robert,Greene,8,0,soft,,https://images-na.ssl-images-amazon.com/images/I/31BmwPwfaSL.jpg,,6/2/2019 21:12,6/2/2019 21:12
155,Mastery,Robert,Greene,8,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71LRdEUOmNL.jpg,,6/2/2019 21:12,6/2/2019 21:12
156,The 48 Laws of Power,Robert,Greene,8,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71aG%2BxDKSYL.jpg,,6/2/2019 21:12,6/2/2019 21:12
157,The 33 Strategies of War,Robert,Greene,8,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71tuKJpqUBL.jpg,,6/2/2019 21:12,6/2/2019 21:12
158,The Map and the Territory 2.0,Alan,Greenspan,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51rrqXBCTHL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
159,How Not to Die,Michael,Greger,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81RvGjUWqlL.jpg,,6/2/2019 21:12,6/2/2019 21:12
160,Relentless,Tim,Grover,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71erggj8pSL.jpg,,6/2/2019 21:12,6/2/2019 21:12
161,The Happiness Hypothesis,Jonathan,Haidt,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41J3FYTLTYL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
162,Malcolm X,Alex,Haley,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81kQBRCqt-L.jpg,,6/2/2019 21:12,6/2/2019 21:12
163,Attracting Perfect Customers,Stacey,Hall,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51NbSWjPD1L._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
164,No One Understands You and What to Do About It,Heidi Grant,Halvorson,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51%2BM9kUqazL.jpg,,6/2/2019 21:12,6/2/2019 21:12
165,Growth of the Soil,Knut,Hamsun,5,0,soft,,https://images.gr-assets.com/books/1420733175l/342049.jpg,,6/2/2019 21:12,6/2/2019 21:12
166,The One Minute Millionaire,Mark Victor,Hansen,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51bDgJtCvwL._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
167,Sapiens,Yuval Noah,Harari,5,1,hard,,https://images-na.ssl-images-amazon.com/images/I/41%2BlolL22gL.jpg,,6/2/2019 21:12,6/2/2019 21:12
168,Scaling Up,Verne,Harnish,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51qR%2BClWEaL._SX372_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
169,Being Sober,Harry,Haroutunian,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81CD1YdWV2L.jpg,,6/2/2019 21:12,6/2/2019 21:12
170,Free Will,Sam,Harris,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71zK%2B7zrhKL.jpg,,6/2/2019 21:12,6/2/2019 21:12
171,HBR's Must Reads 2016,Harvard Business Review,,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/71LmYOl17FL.__BG0,0,0,0_FMpng_AC_UL320_SR210,320_.jpg",,6/2/2019 21:12,6/2/2019 21:12
172,A Brief History of Time,Stephen,Hawking,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/A1xkFZX5k-L.jpg,,6/2/2019 21:12,6/2/2019 21:12
173,Power vs. Force,David,Hawkins,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61MU10fXoML.jpg,,6/2/2019 21:12,6/2/2019 21:12
174,Letting Go,David,Hawkins,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/414VT-sSCzL._SX319_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
175,Think Big Act Bigger,Jeffrey,Hayzlett,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81PTEIC8LGL.jpg,,6/2/2019 21:12,6/2/2019 21:12
176,Made to Stick,Chip,Heath,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/818KHQZAl0L.jpg,,6/2/2019 21:12,6/2/2019 21:12
177,Switch,Chip,Heath,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41pfm3UZ7ZL._SX346_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
178,Thank You for Arguing,Jay,Heinrichs,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51rMhDU45nL._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
179,Healthy Selfishness,Rachael,Heller,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/515G02RZP2L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
180,Blackout,Sarah,Hepola,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51a4tcVNbtL.jpg,,6/2/2019 21:12,6/2/2019 21:12
181,Siddhartha,Herman,Hesse,5,1,soft,,https://images-na.ssl-images-amazon.com/images/I/71o4Wi1CRsL.jpg,,6/2/2019 21:12,6/2/2019 21:12
182,Demian,Herman,Hesse,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71N7R%2Bu8AKL.jpg,,6/2/2019 21:12,6/2/2019 21:12
183,Guide to Contemporary New York City Architecture,John,Hill,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81EUY%2BZtK-L.jpg,,6/2/2019 21:12,6/2/2019 21:12
184,Think and Grow Rich,Napoleon,Hill,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/61y04z8SKEL._SX349_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
185,The Outsiders,William,Thorndike Jr.,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51%2BD6T2Y27L._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
186,Growth Hacker Marketing,Ryan,Holiday,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61uvLIKBdwL.jpg,,6/2/2019 21:12,6/2/2019 21:12
187,Ego is the Enemy,Ryan,Holiday,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81izoHQypIL.jpg,,6/2/2019 21:12,6/2/2019 21:12
188,How to Master the Art of Selling,Tom,Hopkins,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/710zhxwl4tL.jpg,,6/2/2019 21:12,6/2/2019 21:12
189,The Big Picture,Tony,Horton,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/61PIoLVvScL.jpg,,6/2/2019 21:12,6/2/2019 21:12
190,Mentalism - the Truth About Mentalism Magic,Julian,Hulse,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/5192vVC1aJL.jpg,,6/2/2019 21:12,6/2/2019 21:12
191,"Speak Like Churchill, Stand Like Lincoln",J.C.,Humes,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71D0V9XFMBL.jpg,,6/2/2019 21:12,6/2/2019 21:12
192,The UltraMind Solution,Mark,Hyman,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/511RCPI7NEL._SX323_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
193,10-Day Detox Diet - the Blood Sugar Solution,Mark,Hyman,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81EOS93eBfL.jpg,,6/2/2019 21:12,6/2/2019 21:12
194,Iacocca,Lee,Iacocca,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51Nw7HNSWvL._SX302_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
195,Steve Jobs,Walter,Isaacson,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81VStYnDGrL.jpg,,6/2/2019 21:12,6/2/2019 21:12
196,Rejection Proof,Jia,Jiang,5,0,soft,,https://cdn2.penguin.com.au/covers/original/9781847941459.jpg,,6/2/2019 21:12,6/2/2019 21:12
197,Hunch,Bernadette,Jiwa,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51UqSfBhNCL._SX355_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
198,The Power of Broke,Daymond,John,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51IyB4ClXTL.jpg,,6/2/2019 21:12,6/2/2019 21:12
199,Where Good Ideas Come From,Steven,Johnson,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41bX8awdqUL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
200,"Memories, Dreams, Reflections",C.G.,Jung,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/91ep1%2B32LiL.jpg,,6/2/2019 21:12,6/2/2019 21:12
201,Thinking Fast and Slow,Daniel,Kahneman,8,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41RtytNpsfL._SX332_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
202,The Luxury Strategy,J.N.,Kapferer,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41fmXkaDn7L._AC_UL320_SR214,320_.jpg",,6/2/2019 21:12,6/2/2019 21:12
203,The Art of Social Media,Guy,Kawasaki,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/71X7abSJOuL.jpg,,6/2/2019 21:12,6/2/2019 21:12
204,Other People's Money,John,Kay,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41gNRbseOLL.jpg,,6/2/2019 21:12,6/2/2019 21:12
205,The Millionaire Real Estate Investor,Gary,Keller,8,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71vzlF5GgJL.jpg,,6/2/2019 21:12,6/2/2019 21:12
206,The One Thing,Gary,Keller,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51fs1YC1VNL.jpg,,6/2/2019 21:12,6/2/2019 21:12
207,The Millionaire Real Estate Agent,Gary,Keller,8,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41trym4nWDL._SX346_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
208,Shift,Gary,Keller,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51h2rUYY3FL._SX258_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
209,The Art of People,Dave,Kerpen,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/815H4j9nOxL.jpg,,6/2/2019 21:12,6/2/2019 21:12
210,The Keys,DJ,Khaled,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51yxtfRDEIL._SX352_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
211,Psychopath Whisperer,Kent,Kiehl,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81WDI6nrB5L.jpg,,6/2/2019 21:12,6/2/2019 21:12
212,When Good People Have Affairs,Mira,Kirshenbaum,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/719smx7jJsL.jpg,,6/2/2019 21:12,6/2/2019 21:12
213,Rich Dad's Guide to Investing,Robert,Kiyosaki,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51z8YFGmi3L.jpg,,6/2/2019 21:12,6/2/2019 21:12
214,Rich Dad's Before You Quit Your Job,Robert,Kiyosaki,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51Gh3U61o%2BL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
215,Rich Dad Poor Dad,Robert,Kiyosaki,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51ocbzYsk4L.jpg,,6/2/2019 21:12,6/2/2019 21:12
216,Pitch Anything,Oren,Klaff,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51e8Wwgi%2BYL._SX346_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
217,Seeing What Others Don't,Gary,Klein,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51V7UIQM3BL._SX332_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
218,Shoe Dog,Phil,Knight,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/71KkAKYWcuL.jpg,,6/2/2019 21:12,6/2/2019 21:12
219,The Exceptional Presenter,Tim,Koegel,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41-N-DAu06L._SX324_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
220,Publish and Profit,Mike,Koenigs,5,0,soft,,https://images.gr-assets.com/books/1421522616l/23317841.jpg,,6/2/2019 21:12,6/2/2019 21:12
221,The Monk and the Riddle,Randy,Komisar,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41M-fsQylrL._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
222,The Decision Book,Mikael,Krogerus,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41WwzC7-XgL._SX308_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
223,Playing to Win,A.G.,Lafley,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51VsfoIFiKL.jpg,,6/2/2019 21:12,6/2/2019 21:12
224,How to Speak Money,John,Lanchester,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51UtgKwd-BL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
225,Market Like You Mean It,Al,Lautenslager,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51c8-bvtd9L.jpg,,6/2/2019 21:12,6/2/2019 21:12
226,Michael Jordan - the Life,Roland,Lazenby,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61bRmDQG3fL.jpg,,6/2/2019 21:12,6/2/2019 21:12
227,Anxious,Joseph,LeDoux,5,0,hard,,https://images.gr-assets.com/books/1414348423l/23398722.jpg,,6/2/2019 21:12,6/2/2019 21:12
228,The Emotional Brain,Joseph,LeDoux,5,0,soft,,https://images.gr-assets.com/books/1348557712l/780672.jpg,,6/2/2019 21:12,6/2/2019 21:12
229,The Wealth Dragon Way,John,Lee,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41Wxx1HhGYL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
230,The Five Dysfunctions of a Team,Patrick,Lencioni,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51QArmq8raL.jpg,,6/2/2019 21:12,6/2/2019 21:12
231,Fear and Other Uninvited Guests,Harriet,Lerner,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/5106l4gA9%2BL._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
232,Attached,Amir,Levine,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41jqaseWDkL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
233,Freudian Slips,Joel,Levy,5,0,hard,,https://images.gr-assets.com/books/1382198935l/18688863.jpg,,6/2/2019 21:12,6/2/2019 21:12
234,Liar's Poker,Michael,Lewis,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51LFUZmaFaL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
235,Flash Boys,Michael,Lewis,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41C3LHEK5TL.jpg,,6/2/2019 21:12,6/2/2019 21:12
236,Get Anyone to Do Anything,David,Lieberman,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71LLpGTaImL.jpg,,6/2/2019 21:12,6/2/2019 21:12
237,Social,Matthew,Lieberman,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71pD5D7r2DL.jpg,,6/2/2019 21:12,6/2/2019 21:12
238,Buyology,Martin,Lindstrom,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71QaLL6z%2B5L.jpg,,6/2/2019 21:12,6/2/2019 21:12
239,After Every Wedding Comes a Marriage,Florence,Littauer,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51PEH7KT2VL._SX314_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
240,How to Talk to Anyone,Leil,Lowndes,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41mLc1QIl9L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
241,The Prince,Niccolo,Machiavelli,3,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/4117w9ptZnL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
242,The Prince,Niccolo,Machiavelli,3,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/4117w9ptZnL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
243,The Harvey Mackay Network Builder,Harvey,MacKay,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51SSR1TRZpL._SX308_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
244,Applied Minds,Guru,Madhavan,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51yfNIs4OtL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
245,The Trusted Advisor,David,Maister,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81mG4%2BAUHkL.jpg,,6/2/2019 21:12,6/2/2019 21:12
246,A Random Walk Down Wall Street,Burton,Malkiel,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/81C0ZbPfjuL._AC_UL320_SR210,320_.jpg",,6/2/2019 21:12,6/2/2019 21:12
247,Rethinking Narcissism,Craig,Malkin,5,0,hard,,https://i.harperapps.com/covers/9780062348104/x510.jpg,,6/2/2019 21:12,6/2/2019 21:12
248,Psychocybernetics,Maxwell,Maltz,5,0,soft,,https://static1.squarespace.com/static/585c5b5a9de4bb6fe48becb4/t/58618b9e3e00be46605fef81/1482787747438/,,6/2/2019 21:12,6/2/2019 21:12
249,The Art of Mingling,Jeanne,Martinet,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51nlGuLpxGL._SX321_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
250,Chaos Monkeys,Antonio,Martinez,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51FAKHDS4WL.jpg,,6/2/2019 21:12,6/2/2019 21:12
251,The Meaning of Anxiety,Rollo,May,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81cSVDJFAJL.jpg,,6/2/2019 21:12,6/2/2019 21:12
252,What They Don't Teach You at Harvard Business School,Mark,McCormack,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81Y-i9QgxiL.jpg,,6/2/2019 21:12,6/2/2019 21:12
253,Five Easy Decades,Dennis,McDougal,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41Dti%2BsuvpL._SX316_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
254,The ABCs of Real Estate Investing,Ken,McElroy,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81A7LwywQuL.jpg,,6/2/2019 21:12,6/2/2019 21:12
255,The ABCs of Real Estate Investing,Ken,McElroy,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81A7LwywQuL.jpg,,6/2/2019 21:12,6/2/2019 21:12
256,Pitch Perfect,Bill,McGowan,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41Jo-tnfT7L.jpg,,6/2/2019 21:12,6/2/2019 21:12
257,I Can Make You Confident,"Paul, Jim",McKenna,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51iYBhHeWHL._SX336_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
258,The Real Estate Wholesaling Bible,Than,Merrill,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/514cdCuo9RL._SX260_.jpg,,6/2/2019 21:12,6/2/2019 21:12
259,Thinkertoys,Michael,Michalko,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51H1TRBRB1L._SX258_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
260,The Secret to Winning Big,Nate,Miller,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41O1uhw1EXL._SX345_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
261,The Drunkard's Walk - How Randomness Rules Our Lives,Leonard,Mlodinow,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51jqj-Lkh8L._SX324_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
262,Inheritance,Sharon,Moalem,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51ThrcAiUcL._SX326_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
263,The 12 Week Year,Brian,Moran,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51HtHc4sTvL._SX320_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
264,The 16% Solution,Joel,Moskowitz,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51E6V4Iy9BL._SX384_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
265,Mother Teresa,Mother,Teresa,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/516Wt9hp-LL._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
266,The Accounting Game,Darrell,Mullis,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51Nu7KD4d-L._SX385_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
267,Kafka On the Shore,Haruki,Murakami,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81zvseHim4L.jpg,,6/2/2019 21:12,6/2/2019 21:12
268,The New Tsar,Steven Lee,Myers,8,0,soft,,https://images.gr-assets.com/books/1441306027l/26220578.jpg,,6/2/2019 21:12,6/2/2019 21:12
269,The Mystery Method,Mystery,,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51YErSaUR0L._SX323_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
270,What Every Body is Saying,Joe,Navarro,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/615zCA2PzpL.jpg,,6/2/2019 21:12,6/2/2019 21:12
271,Self-Compassion,Kristin,Neff,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51lMvyzaYcL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
272,Compelling People,Joe,Neffinger,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51t-9VKa1oL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
273,Words Can Change Your Brain,Andrew,Newberg,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41n8bkP5%2BHL.jpg,,6/2/2019 21:12,6/2/2019 21:12
274,So Good They Can't Ignore You,Cal,Newport,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51IjORMFLkL._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
275,The System Builder,Xuan,Nguyen,5,0,soft,,https://shop.worldsystembuilder.com/images/xpress-systemBuilder_sm.jpg,,6/2/2019 21:12,6/2/2019 21:12
276,Building People,Xuan,Nguyen,5,0,soft,,https://shop.worldsystembuilder.com/images/buildingPeople2_0-lg.jpg,,6/2/2019 21:12,6/2/2019 21:12
277,Thus Spoke Zarathustra,Friedrich,Nietzsche,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51vp6JxnI3L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
